id,name,address,operator
DORM-00537,,4 TUAS DRIVE 2 SINGAPORE 638638 AVA GLOBAL PTE. LTD.,
DORM-00583,,50 TOH GUAN ROAD EAST SINGAPORE 608587 QIB FACILITIES MANAGEMENT PTE. LTD.,
DORM-01018,,350 JALAN BOON LAY SINGAPORE 619530 AND 22 TRACTOR ROAD SINGAP ORE 627979 AND 20 TRACTOR ROAD SINGAPORE 627978 BRC ASIA LIMITED,
DORM-45685,,37 & 39 TECH PARK CRESCENT SINGAPORE 637851 CONCRETE INNOVATORS CO. PTE. LTD.,
DORM-46465,,1 TUAS SOUTH STREET 10 E C ONE SINGAPORE 636945 E C BUILDERS PTE. LTD.,
DORM-00101,,10 TAGORE DRIVE SINGAPORE 787625 TAGORE 8 PTE. LTD.,
DORM-00773,,21 TUAS VIEW SQUARE SINGAPORE 637640 NAM ASSETS MANAGEMENT PTE. LTD.,
DORM-00932,,35 KRANJI LINK SINGAPORE 728642 WEE HUR CONSTRUCTION PTE LTD,
DORM-01030,,7 SENOKO SOUTH ROAD SINGAPORE 758071 KONG HWEE IRON WORKS & CONSTRUCTION PTE. LTD.,
DORM-00381,,15 GUL WAY SINGAPORE 629193 ASK M&E PTE. LTD.,
DORM-00644,,19 KRANJI WAY SINGAPORE 739430 ZAP PILING PTE LTD,
DORM-00326,,21 WOODLANDS TERRACE SINGAPORE 738446 YENN DAR PTE LTD,
DORM-46606,,7 TUAS SOUTH STREET 11 SINGAPORE 637091 TC LOGISTICS HUB PTE. LTD.,
DORM-00312,,19 KIAN TECK ROAD SINGAPORE 628772 CHYE JOO CONSTRUCTION PTE LTD,
DORM-00896,,66 WOODLANDS INDUSTRIAL PARK E9 SINGAPORE 757834 GREEN RECYCLING PTE. LTD.,
DORM-00295,,12 KRANJI LINK SINGAPORE 728677 QUEK & QUEK CIVIL ENGINEERING PTE LTD,
DORM-00357,,462 TAGORE INDUSTRIAL AVENUE SINGAPORE 787831 MAGNIFICENT SEVEN CORPORATION PTE. LTD.,
DORM-00429,,6 TUAS SOUTH STREET 5 SINGAPORE 637790 KIAN HIAP CONSTRUCTION PTE LTD,
DORM-00869,,4 SUNGEI KADUT STREET 5 SINGAPORE 728951 YANG AH KANG & SONS PRIVATE LIMITED,
DORM-01180,,36 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757810 TOP PAVE PTE LTD,
DORM-45541,,58 SUNGEI KADUT DRIVE SINGAPORE 729572 WAN WANG (2000) PTE LTD,
DORM-00094,,36 KIAN TECK DRIVE SINGAPORE 628852 TAMACO PRIVATE LIMITED,
DORM-45592,,209 KALLANG BAHRU SINGAPORE 339344 SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,
DORM-00327,,50 TUAS VIEW SQUARE SINGAPORE 637726 YONG CHEONG MARINE & ENGINEERING PTE LTD,
DORM-45292,,2 & 4 TUAS VIEW SQUARE SINGAPORE 637576 INTELLECT ENGINEERING PTE LTD,
DORM-00075,,31 SUNGEI KADUT STREET 4 SINGAPORE 729055 TAT HIN TIMBER (PTE) LTD,
DORM-00541,,36 SENOKO ROAD SINGAPORE 758108 KIM SENG HENG ENGINEERING CONSTRUCTION (PTE) LTD,
DORM-45472,,9 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757732 GLOBALPOINT FAR EAST PTE LTD,
DORM-00802,,9 SUNGEI KADUT STREET 3 SINGAPORE 729143 SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,
DORM-00469,,16 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757737 AIK SAN REALTY PTE. LTD.,
DORM-00669,,21A SENOKO LOOP SINGAPORE 758174 GREENLEAF ENGINEERING PTE LTD,
DORM-46487,,8 TUAS AVENUE 12 SINGAPORE 639029 CHARTWORTH ENTERPRISE SINGAPORE PTE. LTD.,
DORM-01019,,7 SUNGEI KADUT STREET 3 SINGAPORE 729142 GRANDWORK INTERIOR PTE LTD,
DORM-01017,,20 SENOKO CRESCENT SINGAPORE 758274 ZHENG KENG ENGINEERING & CONSTRUCTION PTE LTD,
DORM-00248,,17 SUNGEI KADUT LOOP SINGAPORE 729459 LCT RESOURCE PTE. LTD.,
DORM-00511,,2 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757725 LHW RESOURCES PTE. LTD.,
DORM-45742,,31 TUAS SOUTH STREET 5 SINGAPORE 637381 WYN ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-45955,,184 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757514 ROYAL'S ENGINEERING & TRADING (S) PTE. LTD.,
DORM-00890,,18 JALAN BESUT SINGAPORE 619571 CHASEN LOGISTICS SERVICES LIMITED,
DORM-46676,,43 GUL DRIVE SINGAPORE 629490 J&CO ENGINEERING PTE. LTD.,
DORM-00308,,69R TUAS SOUTH AVENUE 1 SINGAPORE 639926 TUAS SOUTH APARTMENTS,
DORM-01172,,8 CHANGI NORTH STREET 1 SINGAPORE 498829 RAYMOND CONSTRUCTION PTE LTD,
DORM-00306,,72 LOYANG WAY SINGAPORE 508762 KIM HOCK ENTERPRISE PTE. LTD.,
DORM-00062,,55 SUNGEI KADUT DRIVE SINGAPORE 729563 HOE KEE TEIK WOODWORKING PTE. LTD.,
DORM-00852,,1 SUNGEI KADUT STREET 4 SINGAPORE 729030 DHDECO PTE. LTD.,
DORM-00870,,6A JOO KOON CIRCLE SINGAPORE 629038 MEGA 2010 HOLDINGS PTE. LTD.,
DORM-00741,,10 KRANJI CRESCENT SINGAPORE 728660 SHINGDA INVESTMENT HOLDINGS PTE. LTD.,
DORM-00517,,3 KIAN TECK CRESCENT SINGAPORE 628881 MARITRANS CORPORATION PTE LTD,
DORM-01074,,148 WOODLANDS INDUSTRIAL PARK E5 WOODLANDS INDUSTRIAL PARK E SINGAPORE 757861 PAN SIN ENGINEERING PTE LTD,
DORM-01097,,4 SIXTH LOK YANG ROAD SINGAPORE 628102 CESCO ENVIRONMENTAL TECHNOLOGIES PTE. LTD.,
DORM-00143,,31 TUAS VIEW LOOP SINGAPORE 637573 SILVER EAGLE MARINE PTE LTD,
DORM-45488,,7 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757730 SING MOH ELECTRICAL ENGINEERING PTE LTD,
DORM-00478,,13 CHANGI SOUTH STREET 1 CHANGI SOUTH INDUSTRIAL ESTATE SINGAP ORE 486785 KAO LEE ALUMINIUM INDUSTRIAL PTE. LTD.,
DORM-01163,,10 TUAS DRIVE 2 SINGAPORE 638645 CHC CONSTRUCTION PTE. LTD.,
DORM-00399,,2A SUNGEI KADUT DRIVE SINGAPORE 729554 OR KIM PEOW CONTRACTORS (PRIVATE) LIMITED,
DORM-00404,,55 KRANJI CRESCENT SINGAPORE 728662 SAMWOH PREMIX PTE. LTD.,
DORM-00945,,2 LOYANG WAY 4 SINGAPORE 507098 KENYON PTE. LTD.,
DORM-00489,,23 KRANJI WAY SINGAPORE 739450 DAIYA ENGINEERING & CONSTRUCTION PTE LTD,
DORM-00091,,11 JOO KOON CRESCENT SINGAPORE 629022 KWAN YONG CONSTRUCTION PTE LTD,
DORM-45259,,12 GUL ROAD SINGAPORE 629343 HOCK ANN METAL SCAFFOLDING PTE. LTD.,
DORM-01044,,44 TOH GUAN ROAD EAST SINGAPORE 608584 ELITIST DEVELOPMENT PTE. LTD.,
DORM-45961,,45 TUAS VIEW CLOSE SINGAPORE 637476 QING FENG CONSTRUCTION PTE LTD,
DORM-46681,,8 TUAS SOUTH LINK 2 SINGAPORE 636888 AIK LEONG PLUMBING CONSTRUCTION PTE LTD,
DORM-00602,,9 TECH PARK CRESCENT SINGAPORE 638123 SHIPBLAST MARINE PTE LTD,
DORM-45274,,97 PIONEER ROAD SINGAPORE 639579 LANDSCAPE ENGINEERING PTE LTD,
DORM-00165,,29 JOO KOON ROAD SINGAPORE 628983 CHERN SENG ENGINEERING PTE LTD,
DORM-00235,,14 SUNGEI KADUT STREET 3 SINGAPORE 729145 JS TIMBER PTE. LTD.,
DORM-00556,01 SINGAPORE 787828 L. K. ANG CONSTRUCTION,459 TAGORE INDUSTRIAL AVENUE #02,PTE LTD
DORM-45719,,39 SENOKO WAY SINGAPORE 758052 GOODMAN ENVIRONMENTAL PTE LTD,
DORM-00252,,47 SUNGEI KADUT STREET 6 SINGAPORE 728873 HEC ELECTRICAL & CONSTRUCTION PTE LTD,
DORM-00208,,21 SENOKO LOOP SINGAPORE 758170 WAN WANG (2000) PTE LTD,
DORM-01119,,11 TUAS SOUTH STREET 10 SINGAPORE 637098 KIAN HOCK ENGINEERING PTE. LTD.,
DORM-46587,,15 PANDAN ROAD SINGAPORE 609263 CRESTSA MARINE & OFFSHORE PTE. LTD.,
DORM-46642,,17 CHANGI SOUTH STREET 1 SINGAPORE 486781 BNF ENGINEERING (S) PTE LTD,
DORM-00634,,566 WOODLANDS ROAD SINGAPORE 728697 ASPHALT SPECIALIST SERVICES PTE. LTD.,
DORM-00419,00 SINGAPORE 637561 YES CONSTRUCTION,33 TUAS VIEW WALK 2 #01,PTE. LTD.
DORM-00978,,46 TUAS VIEW SQUARE SINGAPORE 637774 WANG FUNG CONSTRUCTION PTE LTD,
DORM-00790,CONDITIONING & ENGINEERING,7 TUAS VIEW CIRCUIT SINGAPORE 637642 TECHNIQUES AIR,PTE LTD
DORM-00918,,15 TUAS VIEW CLOSE SINGAPORE 637485 NDD ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-00647,,22 TUAS AVENUE 8 SINGAPORE 639237 MITSU FOIL PRODUCTS CO. PTE. LTD.,
DORM-00760,,511 YISHUN INDUSTRIAL PARK A SINGAPORE 768768 ALRIC MEP ENGINEERING PTE. LTD.,
DORM-45917,,7 TUAS SOUTH STREET 5 SINGAPORE 637136 RIBAR INDUSTRIES PTE. LTD.,
DORM-00195,,22 WOODLANDS LOOP SINGAPORE 737914 ANGKASA DAEHAN STEEL PTE. LTD.,
DORM-00466,TECH METAL,64 WOODLANDS INDUSTRIAL PARK E9 SINGAPORE 757833 G,PTE. LTD.
DORM-00874,01 & #05-01 SINGAPORE 416238 HUA AN DEVELOPMENT,5 KAKI BUKIT CRESCENT #04,PTE LTD
DORM-00992,,27 TUAS AVENUE 3 SINGAPORE 639419 INA ENGINEERING & CONSTRUCTION PTE LTD,
DORM-00514,,6 KIAN TECK CRESCENT SINGAPORE 628873 AVENUE ENGINEERING PTE. LTD.,
DORM-00747,,31 CHANGI SOUTH AVENUE 2 SINGAPORE 486478 TRITECH ENGINEERING & TESTING (SINGAPORE) PTE LTD,
DORM-00769,,28 LOYANG DRIVE SINGAPORE 508959 SEOW KHIM POLYTHELENE CO PTE LTD,
DORM-00595,,17A SENOKO WAY SINGAPORE 758056 800 SUPER WASTE MANAGEMENT PTE LTD,
DORM-45331,,1 WOODLANDS HEIGHT SINGAPORE 737859 KOUFU PTE LTD,
DORM-00722,,29 CHANGI SOUTH AVENUE 2 SINGAPORE 486444 ABV ENGINEERING PTE LTD,
DORM-00172,,34 KAKI BUKIT PLACE SINGAPORE 416212 TSL HOLDINGS (S) PTE. LTD.,
DORM-45635,,9 KRANJI LINK KRANJI INDUSTRIAL ESTATE SINGAPORE 728645 HUAT BENG ENGINEERING CONSTRUCTION PTE. LTD.,
DORM-01177,COOL MARINE & INDUSTRY,25 TUAS AVENUE 8 SINGAPORE 639240 INDEX,PTE LTD
DORM-01036,,20 & 22 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757739 BUSWAYS PTE. LTD.,
DORM-00977,,26 TECH PARK CRESCENT SINGAPORE 638106 A & B SCAFFOLD ENGINEERING PTE. LTD.,
DORM-46472,,17 KIAN TECK ROAD SINGAPORE 628771 CHYE JOO CONSTRUCTION PTE LTD,
DORM-00077,,12 LOYANG DRIVE SINGAPORE 508966 JACKLY ENGINEERING PTE LTD,
DORM-00389,,17 TUAS AVENUE 6 SINGAPORE 639304 METAL ROWELL INDUSTRIAL PTE LTD,
DORM-00288,,18 TECH PARK CRESCENT SINGAPORE 638114 WAN WANG (2000) PTE LTD,
DORM-00915,,4 TUAS SOUTH STREET 10 SINGAPORE 637099 H.K.L. SCAFFOLDING & FORMWORK PTE LTD,
DORM-00216,200 SINGAPORE 757877 SCATECH ENGINEERING,200 WOODLANDS INDUSTRIAL PARK E9 #01,PTE. LTD.
DORM-00957,,51 GUL ROAD SINGAPORE 629352 SINGAPORE TAKADA INDUSTRIES PRIVATE LIMITED,
DORM-00770,,208 WOODLANDS INDUSTRIAL PARK E9 SINGAPORE 757881 ASPHALT SPECIALIST SERVICES PTE. LTD.,
DORM-01090,,33 TUAS VIEW CRESCENT SINGAPORE 637654 CYCLECT ELECTRICAL ENGINEERING PTE LTD.,
DORM-00588,,59 SUNGEI KADUT LOOP SINGAPORE 729490 NGAI CHIN CONSTRUCTION PTE LTD,
DORM-00841,,15 KAKI BUKIT CRESCENT SINGAPORE 416246 HAK KIAN ENTERPRISE PTE LTD,
DORM-01130,,19 TUAS ROAD SINGAPORE 638488 PROGRESS GALVANIZING PTE. LTD.,
DORM-01184,,16 TUAS SOUTH STREET 6 SINGAPORE 636964 H P CONSTRUCTION & ENGINEERING PTE LTD,
DORM-00264,,81 TUAS SOUTH STREET 5 SINGAPORE 637651 SEE HUP SENG CP PTE. LTD.,
DORM-45578,,3 PIONEER SECTOR LANE SINGAPORE 628322 HUA SIAH CONSTRUCTION PTE LTD,
DORM-45863,,33 TUAS AVENUE 2 SINGAPORE 639463 UNIGLORY CONSTRUCTION PTE LTD,
DORM-46550,,6 ENTERPRISE ROAD SINGAPORE 629818 LAYAN MANAGEMENT PTE. LTD.,
DORM-01187,,6 SENOKO CRESCENT SINGAPORE 758262 TONG LOONG ENGINEERING PTE LTD,
DORM-01131,,2 TUAS SOUTH STREET 12 SINGAPORE 636954 SAM LAIN EQUIPMENT SERVICES PTE LTD,
DORM-00774,,40 KAKI BUKIT CRESCENT SINGAPORE 416266 SH Integrated Services Pte Ltd.,
DORM-00070,,15 SOON LEE ROAD SINGAPORE 628078 ZHENGDA CORPORATION PTE. LTD.,
DORM-00299,,5 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757728 FU CHENG BUILDING CONSTRUCTION PTE LTD,
DORM-45902,,3 Tech Park Crescent Tuas Techpark Singapore 638129 NEW MILLENIUM SHIP ENGINEERING PTE. LTD.,
DORM-00121,,20 GUL CRESCENT SINGAPORE 629529 YEO HONG CONSTRUCTION & ENGINEERING PTE LTD,
DORM-00374,,35 TUAS VIEW WALK 2 SINGAPORE 637560 BRK INTERNATIONAL PTE. LTD.,
DORM-00963,,9A TECH PARK CRESCENT SINGAPORE 637840 ADVANCED & BEST CONSTRUCTION PTE. LTD.,
DORM-00523,,14 KIAN TECK WAY SINGAPORE 628737 ORO CAVA CORPORATION PTE. LTD.,
DORM-01124,,2 TUAS DRIVE 2 SINGAPORE 638637 ZHAO YANG GEOTECHNIC PTE LTD,
DORM-45297,,7 PIONEER SECTOR LANE SINGAPORE 628324 NAM LEONG CO PTE. LTD.,
DORM-01035,,31 SUNGEI KADUT LOOP SINGAPORE 729471 WEC ENGINEERS & CONSTRUCTORS PTE LTD,
DORM-00493,,18 SUNGEI KADUT STREET 6 SINGAPORE 728863 WAN WANG (2000) PTE LTD,
DORM-00270,,1 WOODLANDS SECTOR 1 SINGAPORE 738309 NYLECT ENGINEERING PTE LTD,
DORM-00557,,15 NEYTHAL ROAD SINGAPORE 628580 CHOON HUAT ENGINEERING PTE LTD (SERVICE IND),
DORM-00742,,13 SUNGEI KADUT STREET 4 SINGAPORE 729064 HIGHWAY INTERNATIONAL PRIVATE LIMITED,
DORM-01159,,34 JOO KOON ROAD SINGAPORE 628986 SENG LEONG PROJECT PTE LTD,
DORM-00672,,52 SUNGEI KADUT LOOP SINGAPORE 729476 HUASING CONSTRUCTION & TRADING PTE LTD,
DORM-46457,,14A TUAS SOUTH LINK 2 SINGAPORE 636839 WELLBUILT PTE. LTD.,
DORM-46669,,31 GUL CIRCLE SINGAPORE 629569 WAN WANG (2000) PTE LTD,
DORM-00764,,24 LOYANG CRESCENT LOYANG INDUSTRIAL ESTATE SINGAPORE 508987 GIM TIAN CIVIL ENGINEERING PTE LTD,
DORM-00080,,11 TECH PARK CRESCENT SINGAPORE 638121 STAR RAY PTE LTD,
DORM-00124,,446 TAGORE INDUSTRIAL AVENUE SINGAPORE 787818 ADVANCE FACILITIES PTE. LTD.,
DORM-01067,,112 NEYTHAL ROAD SINGAPORE 628599 OMNI GLASS PTE. LTD.,
DORM-00219,00 SINGAPORE 637563 BUILDERS ALLIANCE,29 TUAS VIEW WALK 2 #03,PTE. LTD.
DORM-00568,,40 SUNGEI KADUT STREET 2 SINGAPORE 729246 LUXX NEWHOUSE PTE LTD,
DORM-00222,,5 TECH PARK CRESCENT SINGAPORE 638127 CORNERSTONE CONSTRUCTION PTE. LTD.,
DORM-00988,,11 KIM CHUAN TERRACE SINGAPORE 537034 KUAN AIK HONG CONSTRUCTION PTE LTD,
DORM-00458,,8 SENOKO LOOP SINGAPORE 758147 INTERNO ENGINEERING (1996) PTE LTD,
DORM-00111,00 SINGAPORE 739452,15D KRANJI WAY #04,
DORM-01089,,5 TUAS AVENUE 3 SINGAPORE 639405 BOK SENG LOGISTICS PRIVATE LIMITED,
DORM-00809,,32 JOO KOON ROAD SINGAPORE 628985 LAND EQUIPMENT PTE LTD,
DORM-01069,,22 BENOI ROAD SINGAPORE 629892 SG GALVANIZING (S) PTE. LTD.,
DORM-00940,,27 PANDAN CRESCENT SINGAPORE 128476 KTC CIVIL ENGINEERING & CONSTRUCTION PTE LTD,
DORM-45542,,56 PANDAN ROAD SINGAPORE 609293 KHENG KENG AUTO PTE. LTD.,
DORM-45722,,2 KAKI BUKIT PLACE SINGAPORE 416180 LAYAN MANAGEMENT PTE. LTD.,
DORM-00364,,18 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757738 WINNER ENGINEERING PTE LTD,
DORM-00917,,207 KRANJI ROAD SINGAPORE 739483 ARTFORM WOOD PRODUCTS PTE LTD,
DORM-00495,,20 SUNGEI KADUT STREET 6 SINGAPORE 728865 TOP PLASTERCEIL PTE LTD,
DORM-00682,CONDITIONING & ENGINEERING,8 TAGORE DRIVE SINGAPORE 787624 TECHNIQUES AIR,PTE LTD
DORM-00718,,515 YISHUN INDUSTRIAL PARK A SINGAPORE 768737 CYCLECT FACILITIES MANAGEMENT PTE. LTD.,
DORM-45494,,4 SOON LEE ROAD SINGAPORE 628071 EMATCO INDUSTRIAL PTE. LTD.,
DORM-45718,,13 TUAS SOUTH WALK SINGAPORE 636753 SINGAPORE SALVAGE ENGINEERS PTE LTD,
DORM-01138,CAB SERVICES,2 ANG MO KIO STREET 63 SINGAPORE 569111 TRANS,PTE. LTD.
DORM-00642,,2 WAN LEE ROAD SINGAPORE 627934 LOCKSON HYDRAULICS & ENGINEERING PTE. LTD.,
DORM-00793,,15 TANNERY ROAD SINGAPORE 347724 CARATS&CO PTE. LTD.,
DORM-00996,,4 TUAS AVENUE 1 SINGAPORE 639489 CGK HOLDINGS PTE. LTD.,
DORM-45375,,16 KIAN TECK WAY SINGAPORE 628749 SING TEC DEVELOPMENT PTE. LTD.,
DORM-00648,,1 TUAS AVENUE 11 SINGAPORE 639067 LEONG SIEW WENG ENGINEERING PTE LTD,
DORM-00078,,11 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757734 VITA GROUP PTE. LTD.,
DORM-00694,,31 TUAS VIEW WALK 2 SINGAPORE 637562 STEEL TRUST PTE. LTD.,
DORM-01053,,15 KIM CHUAN TERRACE SINGAPORE 537037 KIM CHUAN PTE. LTD.,
DORM-00435,,36 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757748 CHIN KIONG CONSTRUCTION & ENGINEERING PTE LTD,
DORM-00857,,7 TUAS SOUTH STREET 15 SINGAPORE 637078 SEAGULL PTE. LTD.,
DORM-00138,,9B TECH PARK CRESCENT SINGAPORE 637841 STAR WELD PTE. LTD.,
DORM-00748,PACIFIC,37 TUAS ROAD SINGAPORE 638503 GULF ASIA,PTE. LTD.
DORM-45735,,9 EUNOS AVENUE 8A STIE CENTRE SINGAPORE 409461 STIE HOLDINGS PTE. LTD.,
DORM-45829,LITE EVENT SUPPORT,18 LOYANG STREET SINGAPORE 508848 S,PTE. LTD.
DORM-45944,,17 Gul Way Singapore 629194 GUAN CHUAN ENGINEERING CONSTRUCTION PTE LTD,
DORM-45990,,26 TUAS AVENUE 9 SINGAPORE 639181 SREE RAM CONSTRUCTION PTE. LTD.,
DORM-46484,,93 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787535 MEE SEK ENTERPRISES PTE. LTD.,
DORM-00116,,15A SENOKO WAY SINGAPORE 758037 BESTLINK CONSTRUCTION PTE LTD,
DORM-00624,,12 SUNGEI KADUT STREET 6 SINGAPORE 728858 ENG GUAN WOODWORKING INDUSTRIES (PTE) LTD,
DORM-01062,,16 NEYTHAL ROAD SINGAPORE 628581 SRN ENGINEERING PTE. LTD.,
DORM-00475,,85 TAGORE LANE SINGAPORE 787527 SING MOH ELECTRICAL ENGINEERING PTE LTD,
DORM-00818,,3 KIM CHUAN TERRACE SINGAPORE 537026 SHINCON INDUSTRIAL PTE. LTD.,
DORM-45562,,8 KRANJI CRESCENT SINGAPORE 729989 Denzai International Pte Ltd,
DORM-45731,,96 Mandai Estate Singapore 729927 THONG HUP GARDENS PTE LTD,
DORM-45799,,34 BOON LEAT TERRACE SINGAPORE 119866 INDUSTRIAL & COMMERCIAL FACILITIES MANAGEMENT PTE. LTD.,
DORM-00684,,17 TRACTOR ROAD SINGAPORE 627975 ESUN INTERNATIONAL PTE. LTD.,
DORM-46514,,"19 LOYANG LANE, LOYANG INDUSTRIAL ESTATE, SINGAPORE 508929 SUNTEXNOLOGY INC. PTE. LTD.",
DORM-01050,,39 SUNGEI KADUT LOOP SINGAPORE 729494 LINCOTRADE & ASSOCIATES PTE LTD,
DORM-00888,,20 TUAS SOUTH STREET 5 SINGAPORE 637797 ICF INTERNATIONAL PTE. LTD.,
DORM-00093,,20 WOODLANDS WALK SINGAPORE 738391 GCL DEVELOPMENT AND TRADING PTE LTD,
DORM-01154,,12 TUAS SOUTH STREET 6 SINGAPORE 636911 JIN CHOON CIVIL ENGINEERING PTE. LTD.,
DORM-00407,,54 TUAS VIEW SQUARE SINGAPORE 637594 RT ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-45492,,11 CHANGI NORTH WAY SINGAPORE 498796 HAFARY PTE LTD,
DORM-00967,,18C SUNGEI KADUT STREET 4 SINGAPORE 729066 HAFARY PTE LTD,
DORM-00756,,76 SUNGEI KADUT STREET 1 SINGAPORE 729375 POLYGAN DESIGN PTE LTD,
DORM-45852,,103 TUAS VIEW WALK 1 SINGAPORE 637728 LAYAN MANAGEMENT PTE. LTD.,
DORM-46567,,56 TUAS VIEW SQUARE SINGAPORE 637595 RT ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-45519,00 SINGAPORE 787835 & 468 TAGO RE INDUSTRIAL AVENUE #02-00 SINGAPORE 787836 LAYAN MANAGEMENT,466 TAGORE INDUSTRIAL AVENUE #02,PTE. LTD.
DORM-45283,,16 TAMPINES STREET 92 EVORICH R&D BUILDING SINGAPORE 528873 EVORICH HOLDINGS PTE. LTD.,
DORM-00275,,48 TUAS VIEW SQUARE SINGAPORE 637775 MATOPO ENGINEERING PTE. LTD.,
DORM-01185,,38A TUAS AVENUE 11 SINGAPORE 639116 & 38B TUAS AVENUE 11 SINGAP ORE 639117 P3 PROJECT PTE. LTD.,
DORM-45943,,23 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636782 P3 PROJECT PTE. LTD.,
DORM-01135,,33 QUALITY ROAD SINGAPORE 618805 TAT HUI FOODS PTE LTD,
DORM-00052,,121 TUAS VIEW WALK 1 WESTLINK TECHPARK SINGAPORE 637737 ROYAL'S ENGINEERING & TRADING (S) PTE. LTD.,
DORM-00816,,531 YISHUN INDUSTRIAL PARK A SINGAPORE 768739 SANTARLI CONSTRUCTION PTE. LTD.,
DORM-00749,,38 LOYANG DRIVE SINGAPORE 508960 WEE YAP (S) PTE LTD,
DORM-00934,,3 JOO KOON CRESCENT SINGAPORE 629008 CHOON HIN STAINLESS STEEL PTE LTD,
DORM-00343,,4 TUAS SOUTH STREET 2 SINGAPORE 638041 GLIMEX MARKETING PTE LTD,
DORM-01009,CONDITIONING,8 CHANGI NORTH STREET 2 SINGAPORE 498830 JIA YI AIR,PTE. LTD.
DORM-00883,,16 TUAS CRESCENT SINGAPORE 638710 CHIA HOCK TRADING CO. PTE. LTD.,
DORM-00716,,16 CHIN BEE DRIVE SINGAPORE 619864 SEIKO WALL PTE. LTD.,
DORM-46511,,450 TAGORE INDUSTRIAL AVENUE SINDO INDUSTRIAL ESTATE SINGAPORE 787821 SING MOH ELECTRICAL ENGINEERING PTE LTD,
DORM-45330,290 SINGAPORE 659534 CHENG YIE HOLDINGS,2029 BUKIT BATOK STREET 23 #01,PTE LTD
DORM-45949,,5 TUAS SOUTH STREET 6 SINGAPORE 637117 S.H. STAINLESS STEEL CONTRACTOR PTE LTD,
DORM-45988,00 TUAS SOUTH CONNECTION SINGAPORE 63 6798 MICRO TECH CNC ENGINEERING,55 TUAS SOUTH LINK 1 #04,PTE. LTD.
DORM-45989,,73 TUAS VIEW WALK 1 SINGAPORE 637614 SAN HORIZON PTE. LTD.,
DORM-46014,PRECAST,65 TECH PARK CRESCENT SINGAPORE 637787 CES,PTE. LTD.
DORM-46025,,18 TUAS CRESCENT SINGAPORE 638712 XIN LONG (S) PTE. LTD.,
DORM-46497,,49 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636795 ATTIKA INTERIOR + MEP PTE. LTD.,
DORM-00215,,81 TUAS VIEW WALK 1 SINGAPORE 637620 A PLUS GLASS PTE. LTD.,
DORM-00938,,180 WOODLANDS INDUSTRIAL PARK E7 SINGAPORE 757876 EARTH CONTRACTS PTE. LTD.,
DORM-00089,,6 TECH PARK CRESCENT SINGAPORE 638126 PARAMOUNT AIRTECH PTE LTD,
DORM-00146,,27 KAKI BUKIT CRESCENT SINGAPORE 416258 SHIN KHAI CONSTRUCTION PTE. LTD.,
DORM-00830,,123 TUAS VIEW WALK 1 SINGAPORE 637738 MEGABUILDERS & DEVELOPMENT PTE. LTD.,
DORM-00652,,34 WOODLANDS INDUSTRIAL PARK E1 SINGAPORE 757747 ACCESSTECH ENGINEERING PTE. LTD.,
DORM-45790,,28 BENOI ROAD SINGAPORE 629899 JP NELSON EQUIPMENT PTE. LTD.,
DORM-45948,TASK MARINE,43 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636792 MULTI,PTE. LTD.
DORM-45915,,35 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636788 JAE ENGINEERING PTE. LTD.,
DORM-46012,TASK MARINE,17 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636779 MULTI,PTE. LTD.
DORM-45973,,17 TUAS AVENUE 8 SINGPORE 639232 CAST LABORATORIES PTE LTD,
DORM-45994,ELECTRIC,27 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636784 GAIN CITY BEST,PTE LTD
DORM-46001,,34 LOYANG CRESCENT LOYANG INDUSTRIAL ESTATE SINGAPORE 508993 DELTA TECHNOLOGY PTE LTD,
DORM-46011,,39 TUAS SOUTH LINK 1 TUAS SOUTH CONNECTION SINGAPORE 636790 PERFECT MARINE ENGINEERING PTE. LTD.,
