id,name,address,operator
DORM-46020,"11211L and 11212C (Formerly Known as MK17-10749P PT, 00933K, 1 0-754A PT, 10756N, 10751V AND 09962X PT) at JALAN TENTERAM Chan Rong Fen Building Construction",MK17,Pte Ltd
DORM-46434,"05035M, 71A Tuas Nexus Drive Singapore 636748 -",MK07,
DORM-45867,"04527M, 05207TT, Brickland Weave BTO U/C Opposite Block 8 50D Keat Hong Close Singapore 684805 CES ENGINEERING & CONSTRUCTION",[CTQ] MK10,PTE. LTD.
DORM-45956,"07871M, Kallang Airport Way - WELLTECH CONSTRUCTION",MK25,PTE LTD
DORM-45951,"03326X, Tampines Ave 11 UNITED TEC CONSTRUCTION",MK29,PTE LTD
DORM-46620,"4246L, 4247C, Lorong Chencharu Welltech Construction",MK19,Pte Ltd
DORM-46645,"01318N,TS16-00168K,TS16-00167A,TS16-00158C AT WELD ROAD (R OCHOR PLANNING AREA) - RIVER PEAK I & II (CONTRACT 7 & 8) Qingjian International (South Pacific) Group Development Co",TS16,Pte Ltd
DORM-46480,"00948V, 80 Lim Chu Kang Lane 1 Deenn Engineering",MK12,Pte Ltd
DORM-45684,"06282W, Woodlands Street 13 - Kay Lim Construction & Trading",MK13,Pte Ltd
DORM-45706,"06761V, Ghim Moh Road LBD ENGINEERING",[CTQ] MK04,PTE. LTD.
DORM-45135,"01283V, 01388T, 01776A, 01779X, 1 MANDAI QUARRY ROAD S INGAPORE 728635 CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO.",[CTQ] MK14,PTE. LTD.
DORM-45739,"06065N, Woodlands Avenue 1 Deenn Engineering",[CTQ] MK13,Pte. Ltd.
DORM-45649,2181C PT King George Ave/Syed Alwi Road Progressive Builders,[CTQ] TS17,Pte Ltd
DORM-45854,"05383A, Jalan Rajah Road Hi-Tek Construction",MK17,Pte. Ltd.
DORM-45666,"04148P, Havelock Road LBD ENGINEERING",[CTQ] MK01,PTE. LTD.
DORM-46430,"05707M, 05754C, Ulu Pandan, Ghim Moh Link (Queenstown Plannin g- Area) CES Engineering & Construction",MK03,Pte Ltd
DORM-46027,"04994T, Fernvale Link - Teambuild Engineering & Construction",MK20,Pte Ltd
DORM-45773,"05933N, 49 Upper Thomson Road Chan Rong Fen Building Construction",MK17,Pte Ltd
DORM-45724,"02720P, Pasir Ris Drive 1 DAEWOO-DONGAH JOINT VENTURE",MK29,
DORM-46438,KIENTA ENGINEERING CONSTRUCTION,"MK12–01566V, Jalan Murai",PTE. LTD.
DORM-45639,"99840V, Lower Seletar Close Kienta Engineering Construction",[CTQ] MK20,Pte Ltd
DORM-45763,"03815N, 03813A, 03814K,06260A, 06762P, 06761V, GHIM MO H ROAD GHIM MOH GARDENS SINGAPORE 338729 CHIU TENG CONSTRUCTION CO",[CTQ] MK04,PTE LTD
DORM-45900,"02886K, Farrer Park Road Progressive Builders",TS18,Pte Ltd
DORM-45686,"04272T, Bukit Merah View Rich Construction Company",[CTQ] MK01,Pte Ltd
DORM-46504,"06178P Woodgrove Avenue & Rosewood Drive 200819948C0019, WOODGROVE AVENUE AND ROSEWOOD DRIVE VICO Construction",MK13,Pte. Ltd.
DORM-45624,"00591L, 25 AMA KENG ROAD SINGAPORE 709831 [DSTA T03D] KTC CIVIL ENGINEERING & CONSTRUCTION",[CTQ] MK12,PTE LTD
DORM-45696,"04229L, Hospital Boulevard Penta-Ocean Construction",[CTQ] MK01,Company Limited
DORM-46665,"11160V, Toa Payoh Lorong 1 Woh",MK17,Hup (Private) Limited
DORM-46634,"05017L, Sunview Road / Sunview Way (Boon Lay Planning Area) MK06-05017L, Sunview Road / Sunview Way (Boon Lay Planning Area) Precise Development",MK06,Pte Ltd
DORM-46664,"09303V, 190A West Coast Highway, Singapore 129629 Gamuda Berhad Singapore Branch",[CTQ] MK05,
DORM-03598,04703V @ Beyond Tuas South Boulevard PENTA-OCEAN / HYUNDAI / BOSKALIS JOINT VENTURE,[CTQ] MK07,
DORM-45645,"02385K, KANG CHING ROAD / YUAN CHING ROAD (JURONG W EST PLANNING AREA) (Lamp Post 85) VICO Construction",[CTQ] MK06,Pte Ltd
DORM-45570,"18415A PT Nim Road/ Ang Mo Kio Avenue 5 198004697C0154, MK18-18415A PT, NIM ROAD, ANG MO KIO AVENUE 5 SEAH CONSTRUCTION",[CTQ] MK18,PTE LTD
DORM-45849,03974V Jurong East Street 24 - LC&T Builder (1971),MK05,Pte Ltd
DORM-46532,,[CTQ] MK11 04115T Woodlands Road Ken Pal (S) Pte Ltd,
DORM-45484,"01141T, 01140P, 01020P, 01021T, 05578W, 48/50 Senang Crescent S i1n9g8a6p0o2re5 1401W66010528, SE-NG CRESCENT KAH ENGINEERING (1986)",MK28,PTE. LTD.
DORM-45904,"01137P PT, 01138T PT, 01541P PT, 01542T PT, 01967M PT, 03594T PT , 03621T PT, 03622A PT, 03625X PT, 03738T PT, 03739A PT, 03741T PT, 0374 2NAE PWT,C 0O3N74 B5UXI PLDT E&R 9S9 P66TE8 AL TPDT, TENGAH GARDEN AVE / TENGAH PLANTATIO",MK10,
DORM-45671,"07402W, Pine Grove United Tec Construction",[CTQ] MK04,Pte Ltd
DORM-45934,"05193M & 05643A, Ulu Pandan, Ghim Moh Link (Queenstown Plannin g- Area) CES Engineering & Construction",MK03,Pte Ltd
DORM-45921,"03827A PT, Woodlands Road Jia Yi Construction",MK11,Pte Ltd
DORM-46488,10866M Toa Payoh Rise LBD Engineering,MK17,Pte Ltd
DORM-45667,"05388P, Tengah Garden Avenue (MK10-05419N) 199005732G0019, TENGAH GARDEN AVENUE Obayashi Singapore",[CTQ] MK10,Pte Ltd
DORM-46572,,"MK25 07179N, KWC61&62 Project, Tanjong Rhu Road, Kampong Arang Road BHCC Construction Pte Ltd",
DORM-45986,"04813L, Shelford Road - Unison Construction",MK17,Pte Ltd
DORM-46473,"04151X, at Jurong West St 42 Jurong Arcadia Teambuild Engineering & Construction",MK06,Pte Ltd
DORM-46022,"06449N & 06209N, NORTH WOODLANDS DRIVE Welltech Construction",MK13,Pte Ltd
DORM-45699,"05423M, Lentor Central",[CTQ] MK20,
DORM-45745,"04291K, Alexandra View/Tong Bahru Road LBD ENGINEERING",[CTQ] MK01,PTE. LTD.
DORM-46667,"05222A, Lakeside Drive United Tec Construction",MK06,Pte Ltd
DORM-45942,"05262M, 70 Woodlands Industrial Park E9 Singapore 757836 Aik Hoe Heng Construction Engineering Works",MK13,
DORM-45575,05123K Bukit Batok West Ave 5 CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO.,[CTQ] MK10,PTE. LTD.
DORM-45741,"01072M, 2A MANDAI ESTATE SINGAPORE 729928 Chan Rong Fen Building Construction",[CTQ] MK14,Pte Ltd
DORM-45938,"05752X, MK03-05753L, Queenstown Commonwealth Ave West - Welltech Construction",MK03,Pte Ltd
DORM-46524,"10496P, New Upper Changi Road 199803885N0066, NEW UPPER CHANGI ROAD Lim Wen Heng Construction",MK27,Pte Ltd
DORM-46628,"05262M, 210 Woodlands Industrial Park E9, Woodlands Industrial Par k E, Singapore 757882 YU GYO ENGINEERING & TRADING",MK13,PTE LTD
DORM-46589,"05444T, 18 Lentor Central LIAN BENG CONSTRUCTION (1988) Pte Ltd Lian Beng Construction (1988)",MK20,Pte Ltd
DORM-45759,"05136A, Keat Hong Link Qingjian International (South Pacific) Group Development Co.",[CTQ] MK10,Pte Ltd
DORM-46662,"05120P, Bukit Batok West Avenue 8 Hong Shin Builder",MK10,Pte Ltd.
DORM-46583,"01647C, Blk 156A Petir Road Singapore 671156 199805872C0074, 156A PETIR ROAD Qing Feng Construction",MK14,Pte Ltd
DORM-45978,"11058K, Toa Payoh Rise Samsung",MK17,C&T Corporation
DORM-46466,"06858K, 06748V, 07591W, Rhu Cross (Marina East Planning Area) SANTARLI CONSTRUCTION",MK25,PTE. LTD.
DORM-46493,"01164V, Yuan Ching Road China Construction (South Pacific) Development Co.",[CTQ] MK06,Pte Ltd
DORM-46609,"05267K, Tuas Link Close 201502326H0009, TUAS LINK CLOSE Range Construction",MK07,Pte Ltd
DORM-46615,"11308K, 10245P PT, 10265K PT, 10262P PT, 01920A PT, 01921K PT, 1 0261V PT, 01970N PT, 01971X PT, 10260W PT, Upper Boon Keng Road TRUST-BUILD ENGINEERING & CONSTRUCTION",MK24,PTE. LTD.
DORM-46456,"05773W, COMMONWEALTH DRIVE (Queenstown Tanglin Halt C1) CHIU TENG CONSTRUCTION CO.",MK03,PTE LTD
DORM-45890,"18917P, Sin Ming Road Kwan Yong Construction",[CTQ] MK18,Pte Ltd
DORM-45039,"05322K, 210 TANAH MERAH COAST ROAD SINGAPORE 498805 EXPAND CONSTRUCTION",[CTQ] MK31,PTE LTD
DORM-45608,05036W 61A TUAS NEXUS DRIVE SINGAPORE 638700 (EPC Pac kage 2) CHINA HARBOUR ENGINEERING COMPANY (SINGAPORE),[CTQ] MK07,PTE LTD
DORM-46535,"04029P, 81 Meyer Road Singapore 437908 Unison Construction",MK25,Pte Ltd
DORM-45816,"03546X, 11 Tuas View Close Liao Ning Construction",MK07,Pte Ltd
DORM-46552,"06847W, Bedok North Street 3 (N5C18) KIAN HIAP CONSTRUCTION",MK28,PTE LTD
DORM-45106,"99490K, 00589W, 2 MacKenzie Road (Rex Cinema) SSANGYONG-WAI FONG JOINT VENTURE",[CTQ] TS19,
DORM-45859,"03543A, 5 TUAS VIEW CLOSE, SINGAPORE 637490 LNM CONSTRUCTION",[CTQ] MK07,PTE LTD
DORM-45626,"00185A, Brickland Road SHANGHAI TUNNEL ENGINEERING CO (SINGAPORE)",[CTQ] MK10,PTE LTD
DORM-46467,"05262M, 106 Woodlands Industral Park E3 Gold Plus Fuels",MK13,Pte Ltd
DORM-46450,"02654M, 15 KIAN TECK DRIVE, SINGAPORE 628832 201416447Z0008, 15 KIAN TECK DRIVE BD Cranetech",MK06,Pte Ltd
DORM-46545,04010V Choa Chu Kang Road/Sungei Tengah Road Chye Joo Construction Pte Ltd Chye Joo Construction,MK11,Pte Ltd
DORM-45388,"03768K, 10 Shipyard Crescent Singapore 627814 TIONG SENG",[CTQ] MK07,CONTRACTORS (PRIVATE) LIMITED
DORM-45313,"15473N, 15468A, 15469K, 15474X, 14855N, 16578N, 15466P, 08571N, 14859M, 18083L MARYMOUNT ROAD / ANG MO KIO AVENUE 3 AND S6HANGHAI TUNNEL ENGINEERING CO (SINGAPORE)",[CTQ] MK18,PTE LTD
DORM-45980,"11165N, 09567P, 10032C, Mount Vernon Lane Wee Hur Construction",MK24,Pte Ltd
DORM-45126,"05036W, 61A TUAS NEXUS DRIVE SINGAPORE 638700 (EPC Pa ckage 1) CHINA HARBOUR ENGINEERING COMPANY (SINGAPORE)",[CTQ] MK07,PTE LTD
DORM-46588,"05713P Media Circle 202207623R0001, MEDIA CIRCLE Forsea Holdings",MK03,Pte Ltd
DORM-45148,"05121M, 05122W, 05126A AT CHANGI EAST, 35A TANAH MERA H COAST ROAD",[CTQ] MK31,
DORM-03698,"01827C, 01828M, 01829W Neo Tiew Harvest Lane THYE CHUAN ENGINEERING CONSTRUCTION CO.",[CTQ] MK12,PTE LTD
DORM-45636,"01244N, 16 Third Chin Bee Road Sanwah Construction",[CTQ] MK06,Pte Ltd
DORM-46603,"08830N, Jurong Town Hall Road, Cross-Island Line Project CR211 MK05-08830N, Jurong Town Hall Road, Cross-Island Line Project CR210 Nishimatsu-Okumura Joint Venture (NOJV)",MK05,
DORM-45962,"01980P, 16 Loyang Drive Singapore 508942 - New Art Interior",MK31,Pte Ltd
DORM-45346,"04180P AT BUKIT BATOK ROAD, CHOA CHU KANG CAMP II SEMBCORP SPECIALISED CONSTRUCTION",[CTQ] MK10,PTE. LTD.
DORM-46017,,190 Neo Tiew Crescent 718772 VIVABLUE PTE. LTD.,
DORM-46654,"01540A, 35 Chin Bee Crescent Jing Hong Engineering Construction",MK06,Pte Ltd
DORM-00013,,20 Senoko Drive Singapore 758207 Hulett Construction (S) Pte Ltd,
DORM-00026,,69H Tuas South Avenue 1 Singapore 637509 Tuas Seatown Dormitory Pte Ltd,
DORM-45787,,30 TUAS BAY DRIVE SINGAPORE 637548 SYSCON PTE. LTD.,
DORM-01183,,9 DEFU SOUTH STREET 1 SINGAPORE 533844 TEAMBUILD ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-00521,,10 SHAW ROAD SINGAPORE 367950 ETREK NETWORK BUILDING PTE LTD,
DORM-01117,BUILD (PTE.) LTD.,21 DEFU SOUTH STREET 1 SINGAPORE 533848 SOIL,
DORM-00237,01 SINGAPORE 339418 K DORMITORY MANAGEMENT,85 KALLANG AVENUE #01,PTE. LTD.
DORM-46644,,3A JOO KOON CIRCLE SINGAPORE 629033 WAN WANG (2000) PTE LTD,
DORM-01125,,11 TUAS AVENUE 10 SINGAPORE 639135 WENG HOCK HARDWARE PTE LTD,
DORM-01068,,23 KAKI BUKIT ROAD 6 GREYFORM BUILDING SINGAPORE 415805 GREYFORM PTE. LTD.,
DORM-00307,WAY CONSTRUCTION & ENGINEERING,8 TUAS SOUTH LANE SINGAPORE 637302 P,PTE. LTD.
DORM-00417,,2 PIONEER SECTOR WALK SINGAPORE 627828 HOO HUAT ENGINEERING PTE. LTD.,
DORM-45493,,6 DEFU SOUTH STREET 1 SINGAPORE 533757 TS GROUP PTE. LTD.,
DORM-45084,,30 TUAS BAY DRIVE SINGAPORE 637548 SYSCON PTE. LTD.,
DORM-45908,,62 SUNGEI KADUT LOOP SINGAPORE 729507 SINGAPORE FURNITURE HUB PTE. LTD.,
DORM-46571,,20 KRANJI WAY SINGAPORE 739431 LIAN BENG CONSTRUCTION (1988) PTE LTD,
DORM-00135,,13 SENOKO WAY SINGAPORE 758034 HAO DA PTE LTD,
DORM-00951,,80 TUAS AVENUE 1 SINGAPORE 639525 RESEARCH TECHNOLOGY PTE LTD,
DORM-00305,1,17 SHAW ROAD SINGAPORE 367955 E,PTE. LTD.
DORM-00412,,10 GUL DRIVE SINGAPORE 629461 ERECT GROUP (SINGAPORE) PTE. LTD.,
DORM-00504,,29 SENOKO SOUTH ROAD SINGAPORE 758083 PRELIM CONSTRUCTION PTE LTD,
DORM-00842,,68 JOO KOON CIRCLE SINGAPORE 629083 TANGLIN CORPORATION PTE. LTD.,
DORM-00178,,7 KIAN TECK DRIVE SINGAPORE 628824 AND 9 KIAN TECK DRIVE SINGAPOR E 628826 WAI FONG MACHINERY PTE. LTD.,
DORM-00805,,3 SUNGEI KADUT DRIVE SINGAPORE 729556 LEY CHOON CONSTRUCTIONS AND ENGINEERING PTE LTD,
DORM-45302,1,11 CHANGI SOUTH STREET 2 SINGAPORE 486362 E,PTE. LTD.
DORM-00618,,21 TUAS VIEW LOOP SINGAPORE 637647 OES CONSTRUCTION PTE LTD,
DORM-00083,,45 KIAN TECK DRIVE SINGAPORE 628859 SOON LEE INDUSTRIES PTE LTD,
DORM-45558,,12 KRANJI WAY SINGAPORE 739454 SAMWOH CORPORATION PTE. LTD.,
DORM-45166,,20 BENOI CRESCENT SINGAPORE 629983 WAN WANG (2000) PTE LTD,
DORM-45892,,38 TUAS VIEW SQUARE SINGAPORE 637770 B & K MARINE PTE. LTD.,
DORM-00234,,180 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757512 WAN DORMITORY PTE. LTD.,
DORM-00486,,17 SOON LEE ROAD SINGAPORE 628080 LENG AIK ENGINEERING PTE LTD,
DORM-00287,,213 KRANJI ROAD SINGAPORE 739485 KIAT LEE MACHINERY PTE. LTD.,
DORM-00074,,16 TUAS AVENUE 3 SINGAPORE 639413 ZEN DORMITORY PTE. LTD.,
DORM-00795,,37 KRANJI LINK SINGAPORE 728643 WEE GUAN CONSTRUCTION PTE LTD,
DORM-00162,,60 BENOI ROAD SINGAPORE 629906 ENGINEERING MANUFACTURING SERVICES (S) PTE. LTD.,
DORM-00425,,48 SUNGEI KADUT STREET 1 SINGAPORE 729377 WAN WANG (2000) PTE LTD,
DORM-00320,,2 JOO KOON ROAD SINGAPORE 628966 PESKO ENGINEERING PTE LTD,
DORM-01047,,9 TUAS SOUTH STREET 15 SINGAPORE 637077 KIMLY CONSTRUCTION PRIVATE LIMITED,
DORM-01052,,15 PANDAN CRESCENT SINGAPORE 128470 TIONG WOON CRANE & TRANSPORT (PTE) LTD,
DORM-00937,,66 SUNGEI KADUT STREET 1 SINGAPORE 729367 PREFAB TECHNOLOGY PTE LTD,
DORM-00664,,2 FAN YOONG ROAD SINGAPORE 629780 WAN WANG (2000) PTE LTD,
DORM-00536,,39 KRANJI LINK SINGAPORE 728649 WANG LAI CONSTRUCTION ENGINEERING PTE. LTD.,
DORM-00499,,46 SUNGEI KADUT STREET 1 SINGAPORE 729350 WAN WANG (2000) PTE LTD,
DORM-46548,,33 KAKI BUKIT ROAD 6 SINGAPORE 415808 PREFAB TECHNOLOGY PTE LTD,
DORM-00853,,9 TUAS AVENUE 1 SINGAPORE 639494 HAI LECK SERVICES PTE. LTD.,
DORM-00820,,12 TUAS DRIVE 1 SINGAPORE 638679 HAI LECK INTEGRATED SERVICES PTE. LTD.,
DORM-00258,00 SINGAPORE 728641 ZAP PILING,6 KRANJI LINK #01,PTE LTD
DORM-00959,,21 KIAN TECK ROAD SINGAPORE 628773 & 23 KIAN TECK ROAD SINGAPOR E 628774 VIKING FACILITIES MANAGEMENT & OPERATIONS PTE. LTD.,
DORM-00894,,9 TRACTOR ROAD SINGAPORE 627970 KL LODGE SERVICES PTE. LTD.,
DORM-01080,,33 SENOKO WAY SINGAPORE 758050 POH WAH BUILDERS PTE. LTD.,
DORM-00128,,10 KWONG MIN ROAD SINGAPORE 628712 ENG SOON INVESTMENT PTE LTD,
DORM-01115,,1 WOODLANDS TERRACE SINGAPORE 738471 LINGJACK DORMITORY PTE. LTD.,
DORM-00666,1,17 SUNGEI KADUT STREET 4 SINGAPORE 729045 E,PTE. LTD.
DORM-00450,,24 WOODLANDS LOOP SINGAPORE 738285 ADVANCE FACILITIES PTE. LTD.,
DORM-01158,,57 PIONEER ROAD SINGAPORE 628508 T T J DESIGN AND ENGINEERING PTE LTD,
DORM-00807,,17 JALAN BESUT SINGAPORE 619570 WAN WANG (2000) PTE LTD,
DORM-00137,,37 SENOKO WAY SINGAPORE 758062 LEK SAN CONSTRUCTION PTE LTD,
DORM-46670,,5 LOYANG DRIVE LOYANG INDUSTRIAL ESTATE SINGAPORE 508936 CHANG HUA CONSTRUCTION PTE LTD,
DORM-01143,,119 NEYTHAL ROAD SINGAPORE 628605 TOPZONE E&C PTE. LTD.,
DORM-00551,,31 KRANJI CRESCENT SINGAPORE 728655 KIAT LEE LANDSCAPE & BUILDING PTE LTD,
DORM-00509,,5 NEYTHAL ROAD SINGAPORE 628572 KT&T ENGINEERS AND CONSTRUCTORS PTE. LTD.,
DORM-01128,,3 KRANJI LINK SINGAPORE 728644 VICO CONSTRUCTION PTE. LTD.,
DORM-00464,,3 SUNGEI KADUT STREET 6 SINGAPORE 728851 PROSPAQ GROUP PTE. LTD,
DORM-00259,00 SINGAPORE 509016 KENYON,8 LOYANG CRESCENT #01,PTE LTD
DORM-00528,,35 KIAN TECK WAY SINGAPORE 628752 WAI FONG INDUSTRIES PTE. LTD.,
DORM-00079,,20 BENOI LANE SINGAPORE 627810 PEC LTD.,
DORM-00254,,10 KRANJI LINK SINGAPORE 728646 ENG CHIN HANG TILING CONSTRUCTION PTE. LTD.,
DORM-45088,,3 KALLANG WAY 2A SINGAPORE 347493 FONG TAT MOTOR CO. PTE. LTD.,
DORM-01110,,1 TUAS SOUTH STREET 6 SINGAPORE 636963,
DORM-46579,,2A JALAN PAPAN SINGAPORE 619817 WAN WANG (2000) PTE LTD,
DORM-00304,,43 TECH PARK CRESCENT SINGAPORE 637811 CONCRETE INNOVATORS CO. PTE. LTD.,
DORM-00046,,17 KRANJI WAY SINGAPORE 739449 TOPZONE E&C PTE. LTD.,
DORM-00878,,36 LOYANG CRESCENT LOYANG INDUSTRIAL ESTATE SINGAPORE 508994 CLEAN SOLUTIONS PTE LTD,
DORM-45920,,47 CHANGI NORTH CRESCENT SINGAPORE 499623 SHENG KEONG CONSTRUCTION PTE. LTD.,
DORM-00944,,61 GUL DRIVE SINGAPORE 629500 SEAH MARINE ENGINEERING PTE LTD,
DORM-00353,,2 SUNGEI KADUT STREET 4 SINGAPORE 729032 AVENUE ENGINEERING PTE. LTD.,
DORM-00294,,3 SENOKO LINK SINGAPORE 758183 WING TUCK ENGINEERING PTE LTD,
DORM-01155,,23 FIRST LOK YANG ROAD SINGAPORE 629733 UNITED E & P PTE. LTD.,
DORM-00796,,13 TUAS AVENUE 10 SINGAPORE 639137 SVN ENGINEERING PTE. LTD.,
DORM-00438,,10 KIAN TECK CRESCENT SINGAPORE 628876 NEUHAUS ENGINEERING PTE. LTD.,
DORM-00047,,55 SUNGEI KADUT LOOP SINGAPORE 729498 TENDA EQUIPMENT & SERVICES PTE LTD,
DORM-00554,,7 KRANJI LINK SINGAPORE 728640 LUM CHANG BUILDING CONTRACTORS PTE LTD.,
DORM-00610,,42 SUNGEI KADUT LOOP SINGAPORE 729474 POH WAH BUILDERS PTE. LTD.,
DORM-00394,,76 JOO KOON CIRCLE SINGAPORE 629096 HWA SENG BUILDER PTE LTD,
DORM-45965,,2F JALAN PAPAN SINGAPORE 619816 SOON HOCK INDUSTRIAL PTE. LTD.,
DORM-46527,,61 SENOKO DRIVE SINGAPORE 758238 TENG HONG HOLDINGS PTE. LTD.,
DORM-00971,,6 TUAS BASIN LINK SINGAPORE 638760 UNISON CONSTRUCTION PTE. LTD.,
DORM-46495,,9 TUAS SOUTH STREET 11 AMETHYST HOUSE SINGAPORE 636897 GEMS DORMITORY PTE. LTD.,
DORM-46568,,27 FIRST LOK YANG ROAD SINGAPORE 629735 SKK WORKS PTE. LTD.,
DORM-46560,,12 PIONEER SECTOR 1 SINGAPORE 628423 BOK SENG LOGISTICS PRIVATE LIMITED,
DORM-00638,01 SINGAPORE 637773 SYNCHRON ELECTRICAL SERVICES,42 TUAS VIEW SQUARE #01,PTE LTD
DORM-00207,,2 SUNGEI KADUT LOOP SINGAPORE 729449 DEENN ENGINEERING PTE LTD,
DORM-00810,,14 Sungei Kadut Avenue Singapore 729650 DA DI GLASS (SINGAPORE) PTE LTD,
DORM-00691,,29 GUL AVENUE SINGAPORE 629669 & 31 GUL AVENUE SINGAPORE 62967 1 WAN WANG (2000) PTE LTD,
DORM-01033,,4 TUAS SOUTH STREET 5 SINGAPORE 637789 CITI CONSTRUCTION & ENGINEERING PTE. LTD.,
DORM-00432,,36 TUAS VIEW SQUARE SINGAPORE 637613 RT GROUP PTE. LTD.,
DORM-00393,,40 TUAS VIEW SQUARE SINGAPORE 637779 GOLDMINE ENERGY PTE. LTD.,
DORM-00060,,8 SUNGEI KADUT LOOP SINGAPORE 729455 KING WAN CONSTRUCTION PTE. LTD.,
DORM-00983,,3 LOYANG WAY 6 SINGAPORE 507077 ENLIGHTEN FURNITURE DECORATION CO PTE LTD,
DORM-00119,,182 WOODLANDS INDUSTRIAL PARK E5 SINGAPORE 757513 ROYAL'S ENGINEERING & TRADING (S) PTE. LTD.,
DORM-45646,,22 CHIN BEE DRIVE SINGAPORE 619870 SANLI M&E ENGINEERING PTE. LTD.,
DORM-01006,,10 PANDAN ROAD SINGAPORE 609258 B H S KINETIC PTE. LTD.,
DORM-00483,,38 KIAN TECK DRIVE SINGAPORE 628858 ENTRACO MARINE ENGINEERING PTE. LTD.,
DORM-00569,,38 SENOKO ROAD SINGAPORE 758110 HSC PIPELINE ENGINEERING PTE LTD,
DORM-00076,,8 KRANJI LINK SINGAPORE 728647 J LIM PILING PTE LTD,
DORM-00387,,3 TUAS VIEW CIRCUIT SINGAPORE 637645 ANDERCO PTE. LTD.,
DORM-00313,,5 FOURTH CHIN BEE ROAD SINGAPORE 619699 UTRACON CORPORATION PTE. LTD.,
DORM-46008,,203 KALLANG BAHRU MILLION BUILDING SINGAPORE 339340 M DORM PTE. LTD.,
DORM-00950,,12 TUAS SOUTH STREET 12 SINGAPORE 637089 STRAITS CONSTRUCTION SINGAPORE PRIVATE LIMITED,
DORM-01024,,2 GUL STREET 1 SINGAPORE 629315 LIM TECK YONG BUILDING CONSTRUCTION PTE LTD,
DORM-01041,,3 GUL DRIVE SINGAPORE 629455 SUN MARINE ENGINEERING PTE. LTD.,
DORM-00667,,2 SENOKO WAY SINGAPORE 758027 LEONG HUP FOOD PTE. LTD.,
DORM-00962,,23 TUAS AVENUE 4 SINGAPORE 639373 VINDES ENGINEERING PTE LTD,
DORM-45101,,101 PIONEER ROAD SINGAPORE 639581 R. GLAZEN SINGAPORE PTE LTD,
DORM-00911,,9 BENOI CRESCENT SINGAPORE 629972 HUATIONG CONTRACTOR PTE LTD,
DORM-45898,,19 KIAN TECK CRESCENT SINGAPORE 628885 YUAN JI ENTERPRISES PTE LTD,
DORM-00347,,12 KWONG MIN ROAD SINGAPORE 628714 MENCAST ENGINEERING PTE. LTD.,
DORM-46003,,31 TUAS VIEW CLOSE TRADELINK PLACE SINGAPORE 637469 NEXTDORM 31 PTE. LTD.,
DORM-00069,00 SINGAPORE 628103 BRC,5 SIXTH LOK YANG ROAD #01,ASIA LIMITED
DORM-01012,,1 TUAS AVENUE 8 SINGAPORE 639215 & 3 TUAS AVENUE 8 SINGAPORE 639 217 LEE WELDED MESH SINGAPORE PTE LTD,
DORM-01091,,3 TUAS DRIVE 1 SINGAPORE 638670 ACL LOGISTICS PTE. LTD.,
DORM-00611,,63 TUAS SOUTH AVENUE 1 SINGAPORE 637282 ROBIN VILLAGE DEVELOPMENT PTE. LTD.,
DORM-45615,,5 PIONEER SECTOR LANE SINGAPORE 628323 UTRACO PTE. LTD.,
DORM-45750,,58 TUAS VIEW SQUARE SINGAPORE 637596 NDD ENGINEERING & CONSTRUCTION PTE. LTD.,
DORM-45762,,62 TUAS VIEW SQUARE SINGAPORE 637649 WIDE WINGS PTE. LTD.,
DORM-46641,,422 TAGORE INDUSTRIAL AVENUE SINGAPORE 787806 KAY LIM MANAGEMENT SERVICES PTE LTD,
DORM-00508,,1 KRANJI LINK SINGAPORE 728679 KOH KOCK LEONG ENTERPRISE PTE LTD,
DORM-00662,,32 TUAS VIEW SQUARE SINGAPORE 637778 ROCHESTER ENERGY PTE. LTD.,
DORM-00690,,2 TUAS SOUTH STREET 2 SINGAPORE 637895 ACE VENTURE HOLDINGS PTE. LTD.,
DORM-00833,,15 TUAS VIEW SQUARE SINGAPORE 637556 KANON GLOBAL PTE. LTD.,
DORM-45880,,31 TECH PARK CRESCENT SINGAPORE 638040 JIN SHENG PTE. LTD.,
DORM-00765,,17B PANDAN ROAD SINGAPORE 609269 ASL SHIPYARD PTE LTD,
DORM-45976,,5 TUAS BASIN LINK SINGAPORE 638759 DHC CONSTRUCTION PTE. LTD.,
DORM-46485,,33 TECH PARK CRESCENT LANTANA LODGE SINGAPORE 637849 CHANG HONG CONSTRUCTION PTE. LTD.,
DORM-45887,,16 THIRD CHIN BEE ROAD SINGAPORE 618691 PROSPAQ GROUP PTE. LTD.,
DORM-00382,,9 GUL STREET 1 SINGAPORE 629321 POSITIVE ENGINEERING PTE LTD,
DORM-46593,,18 TUAS AVENUE 8 SINGAPORE 639233 K&G RESOURCES HOLDINGS PTE. LTD.,
DORM-00665,00 SINGAPORE 638042 SIM LIAN CONSTRUCTION,6 TUAS SOUTH STREET 2 #05,CO. (PTE.) LTD
DORM-00359,,16 FAN YOONG ROAD SINGAPORE 629793 TOPZONE E&C PTE. LTD.,
DORM-01118,,23 TUAS ROAD SINGAPORE 638490 PH HYDRAULICS & ENGINEERING PTE. LTD.,
